provincia,ciudad,sector,tipo_propiedad,habitaciones,banos,parqueos,m2_construccion,precio_usd
Puerto Plata,Puerto Plata,Playa Dorada,Casa,6,6,3,337,375755.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,1,2,224,246624.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,3,1,228,376428.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,4,4,2,225,457875.00
Samaná,Las Terrenas,Playa Bonita,Casa,3,3,3,734,888140.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,4,6,3,651,1344315.00
Puerto Plata,Puerto Plata,Cabarete,Casa,5,3,4,432,927936.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,2,1,137,264273.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,3,4,525,965475.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,4,1,227,352985.00
La Altagracia,Punta Cana,Cocotal,Apartamento,3,1,1,179,235743.00
La Romana,La Romana,Central Romana,Apartamento,3,1,2,182,298116.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,3,4,2,116,180844.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,1,1,1,173,361743.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,6,2,455,421785.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,3,1,133,226233.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,3,2,1,105,152775.00
La Altagracia,Punta Cana,Cocotal,Villa,6,5,4,717,752133.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,3,1,1,208,341952.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,3,2,3,361,644385.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,1,4,1,204,279276.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,4,3,4,719,1432248.00
La Altagracia,Punta Cana,El Cortecito,Casa,4,4,4,618,1051836.00
Distrito Nacional,Santo Domingo,La Julia,Villa,6,5,4,632,898704.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,5,6,3,466,912428.00
La Altagracia,Punta Cana,White Sands,Apartamento,3,3,2,95,202160.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Townhouse,1,1,2,135,155520.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,3,3,3,561,1211199.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,4,3,4,298,452066.00
La Altagracia,Punta Cana,Bávaro,Casa,5,4,3,214,410452.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,1,2,127,213614.00
La Romana,La Romana,Central Romana,Apartamento,4,4,1,177,275058.00
Puerto Plata,Puerto Plata,Torre Alta,Villa,6,4,4,603,697068.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,2,3,2,103,127926.00
La Romana,La Romana,Casa de Campo,Villa,4,6,2,316,606720.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Casa,4,2,4,492,1046976.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,1,1,1,156,255372.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,6,4,2,725,861300.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,1,4,1,251,368970.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,3,3,2,173,238221.00
Puerto Plata,Puerto Plata,Cabarete,Villa,3,4,2,272,
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,4,2,3,234,462150.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Townhouse,4,2,1,167,257180.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,2,1,133,195776.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,2,4,1,75,148050.00
La Altagracia,Punta Cana,White Sands,Villa,3,4,2,746,1474842.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Villa,5,4,4,430,873760.00
La Romana,La Romana,Casa de Campo,Apartamento,3,3,2,81,263736.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,2,1,256,487680.00
Santiago,Santiago de los Caballeros,La Trinitaria,Penthouse,5,4,3,349,1450793.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,2,2,204,407592.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,4,1,1,64,113792.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,4,1,1,175,309575.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,3,2,2,553,919639.00
Distrito Nacional,Santo Domingo,Sarasota,Casa,3,2,3,747,1382697.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,6,4,4,395,896255.00
La Altagracia,Punta Cana,White Sands,Apartamento,2,2,2,65,76830.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,3,3,263,531786.00
Samaná,Las Terrenas,Cosón,Casa,3,4,2,395,797110.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,3,1,73,125560.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,4,2,4,381,327660.00
Samaná,Las Terrenas,Cosón,Townhouse,1,2,2,73,97455.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,4,3,2,392,459424.00
Santo Domingo,Santo Domingo Este,,Apartamento,4,4,2,242,335170.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,1,1,1,147,282828.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Penthouse,,3,4,236,569704.00
La Altagracia,Punta Cana,White Sands,Apartamento,4,2,1,209,321442.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,4,4,2,103,116081.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,3,1,1,245,410865.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,3,6,4,584,1243920.00
La Romana,La Romana,Casa de Campo,Penthouse,3,5,4,387,1064637.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,2,2,139,261181.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,1,2,2,82,173512.00
Distrito Nacional,Santo Domingo,Naco,Casa,6,2,2,462,887964.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,3,4,2,245,334670.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,3,3,2,324,594864.00
Distrito Nacional,Santo Domingo,Renacimiento,Casa,4,5,2,750,1397250.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,3,5,4,267,462711.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,4,3,2,468,906516.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,2,1,1,229,385636.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Casa,3,6,3,595,1110270.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,3,1,144,288864.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,3,3,2,158,229574.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,2,2,168,334152.00
Distrito Nacional,Santo Domingo,Naco,Casa,3,2,4,305,438895.00
Santo Domingo,Santo Domingo Oeste,Herrera,Villa,6,6,2,282,499140.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,4,1,158,187546.00
La Romana,La Romana,Casa de Campo,Apartamento,3,4,1,87,156687.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,4,1,1,180,213480.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,3,5,4,414,633420.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Villa,5,4,4,462,857934.00
Santiago,Santiago de los Caballeros,La Trinitaria,Villa,4,2,4,381,531495.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,3,3,2,159,314661.00
Samaná,Las Terrenas,Cosón,Apartamento,2,1,1,135,203445.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,6,4,3,583,1016752.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,1,2,1,229,474488.00
Distrito Nacional,Santo Domingo,Piantini,Casa,5,5,3,615,1005525.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,1,1,1,62,124930.00
Samaná,Las Terrenas,Cosón,Apartamento,1,3,1,55,90035.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,3,1,130,209300.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,1,3,1,256,437504.00
Samaná,Las Terrenas,Cosón,Penthouse,4,5,4,472,1325376.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,2,3,571,1189964.00
La Romana,La Romana,Central Romana,Casa,6,5,2,332,428944.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Townhouse,4,4,2,113,178201.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,3,1,206,414678.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,3,2,2,219,469974.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,4,2,1,72,139752.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,1,3,1,189,240219.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,4,2,1,71,142710.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,3,1,1,189,362313.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,2,1,2,141,303150.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Townhouse,3,4,1,188,273164.00
Distrito Nacional,Santo Domingo,Piantini,Casa,3,5,3,507,1429233.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Villa,4,5,4,267,390621.00
Samaná,Las Terrenas,Cosón,Casa,3,3,4,691,1541621.00
Samaná,Las Terrenas,Cosón,Apartamento,4,2,2,235,447205.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Penthouse,4,5,4,245,501515.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,1,3,1,252,495684.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,4,2,1,174,292494.00
La Romana,La Romana,Central Romana,Casa,6,4,2,651,1327389.00
Puerto Plata,Puerto Plata,Cabarete,Casa,3,6,3,469,983962.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,3,4,1,118,239186.00
La Romana,La Romana,Buena Vista,Casa,6,2,2,526,557034.00
Puerto Plata,Puerto Plata,Cabarete,Casa,5,6,2,596,842148.00
La Romana,La Romana,Central Romana,Casa,4,4,4,589,1142660.00
La Romana,La Romana,Casa de Campo,Apartamento,4,2,2,151,487277.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,4,1,209,256861.00
Santo Domingo,Santo Domingo Este,Coral Mall,Casa,3,6,4,434,686588.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,4,5,2,418,537548.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,3,1,113,134357.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,1,4,2,249,284856.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Penthouse,4,4,3,294,598584.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,5,2,2,476,671160.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,1,4,2,241,297153.00
La Romana,La Romana,Casa de Campo,Apartamento,1,1,2,168,363720.00
Santo Domingo,Santo Domingo Este,Coral Mall,Casa,5,5,4,287,376831.00
La Altagracia,Punta Cana,Cocotal,Casa,6,5,3,739,1266646.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,4,2,129,275673.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,1,3,2,200,326800.00
La Altagracia,Punta Cana,White Sands,Casa,3,6,2,364,352716.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,2,3,296,294224.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,1,2,2,103,202086.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,2,1,2,133,383838.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,1,1,202,346632.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,2,1,125,233750.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,4,4,2,155,186310.00
La Altagracia,Punta Cana,El Cortecito,Casa,3,4,3,613,977735.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,1,4,2,246,431238.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,1,4,1,112,207872.00
Santiago,Santiago de los Caballeros,La Barranquita,Villa,4,3,3,524,1196816.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,5,6,4,535,705130.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,4,2,1,80,180720.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,6,5,3,665,988190.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,1,4,1,76,95836.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,1,2,178,287292.00
La Romana,La Romana,Central Romana,Apartamento,1,1,1,77,159467.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Townhouse,4,4,1,100,126200.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,3,2,84,162624.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,4,1,1,236,313172.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,3,4,670,1038500.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,4,1,2,191,347047.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Townhouse,2,3,1,81,127656.00
La Romana,La Romana,Buena Vista,Villa,5,4,2,212,473608.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,3,3,2,136,190128.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,4,3,4,638,914892.00
La Romana,La Romana,Central Romana,Apartamento,4,1,2,162,310230.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,2,4,1,57,85044.00
La Romana,La Romana,Central Romana,Apartamento,2,1,2,140,157500.00
La Romana,La Romana,Casa de Campo,Villa,3,6,3,432,625968.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,2,1,2,205,321850.00
La Altagracia,Punta Cana,White Sands,Apartamento,2,3,1,134,210380.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,3,6,2,585,1024920.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,3,5,3,356,505876.00
Santiago,Santiago de los Caballeros,Los Colegios,Penthouse,4,4,3,438,704742.00
La Romana,La Romana,Casa de Campo,Villa,5,2,3,402,1103892.00
La Romana,La Romana,Casa de Campo,Casa,5,3,4,306,545904.00
La Romana,La Romana,Buena Vista,Townhouse,3,4,2,200,283400.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,4,1,172,226008.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,3,4,1,59,75697.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,3,1,118,161660.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,2,2,1,195,255645.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Townhouse,4,1,2,259,368039.00
Samaná,Las Terrenas,Playa Bonita,Townhouse,1,2,1,87,117276.00
Distrito Nacional,Santo Domingo,Naco,Casa,4,3,2,196,297332.00
La Romana,La Romana,Buena Vista,Apartamento,4,1,1,57,121980.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,6,5,2,191,376461.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Casa,5,5,2,475,463600.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Penthouse,5,3,4,,711941.00
Distrito Nacional,Santo Domingo,El Millón,Casa,4,3,3,496,836256.00
Samaná,Las Terrenas,Cosón,Villa,3,2,2,383,338572.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Penthouse,3,4,3,388,1049152.00
Puerto Plata,Puerto Plata,Torre Alta,Villa,5,2,4,227,395434.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,1,1,1,215,409360.00
La Altagracia,Punta Cana,Punta Cana Village,Villa,3,3,3,181,319465.00
La Romana,La Romana,Buena Vista,Casa,5,6,3,222,426240.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,4,2,190,287660.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,4,2,2,205,418200.00
Distrito Nacional,Santo Domingo,Sarasota,Casa,6,6,4,712,1531512.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,1,2,57,105963.00
Samaná,Las Terrenas,Cosón,Casa,6,2,4,645,1046190.00
Distrito Nacional,Santo Domingo,Mirador Sur,Casa,3,2,2,621,1419606.00
La Altagracia,Punta Cana,El Cortecito,Villa,4,5,2,489,494379.00
La Romana,La Romana,Casa de Campo,Apartamento,3,2,1,250,792000.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,1,4,2,166,281370.00
Santo Domingo,Santo Domingo Este,Lucerna,Apartamento,4,3,2,204,301512.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,3,1,205,394420.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,4,3,4,668,1024712.00
La Romana,La Romana,Central Romana,Casa,3,4,4,555,774225.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,5,4,3,677,637734.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,2,1,1,82,151782.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,1,1,1,211,404487.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,4,1,104,143312.00
Santiago,Santiago de los Caballeros,Villa Olga,Townhouse,2,3,2,51,62169.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,2,2,2,233,472058.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,2,3,735,1186290.00
Distrito Nacional,Santo Domingo,El Millón,Casa,5,6,4,240,248880.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,1,2,2,256,338688.00
Santo Domingo,Santo Domingo Este,Coral Mall,Casa,3,2,4,551,724565.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,4,3,2,213,382548.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,3,1,1,173,281125.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,3,3,2,108,149904.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,4,2,83,134958.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,4,1,1,171,258894.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,3,2,3,520,489840.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,2,1,67,137953.00
Santiago,Santiago de los Caballeros,La Trinitaria,Townhouse,3,4,2,184,454848.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,1,4,2,189,583254.00
Distrito Nacional,Santo Domingo,Renacimiento,Apartamento,2,3,2,188,400440.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Townhouse,3,2,2,254,434340.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,3,3,1,164,329476.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,4,3,2,70,129150.00
Puerto Plata,Puerto Plata,Cabarete,Casa,4,2,4,214,418798.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,6,4,4,208,460512.00
Samaná,Las Terrenas,Playa Bonita,Villa,3,2,2,653,1233517.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,2,2,256,436224.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,2,2,1,153,284427.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Villa,5,2,4,361,307211.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,6,4,4,545,529195.00
Distrito Nacional,Santo Domingo,Bella Vista,Villa,3,2,3,293,451220.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Penthouse,4,5,4,521,1058151.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,5,2,3,469,440391.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,2,2,202,242602.00
La Altagracia,Punta Cana,White Sands,Apartamento,3,1,1,220,271480.00
Distrito Nacional,Santo Domingo,Piantini,Townhouse,3,2,2,247,430274.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,3,2,399,689073.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,3,1,1,188,322232.00
Samaná,Las Terrenas,Playa Bonita,Townhouse,3,2,2,138,220524.00
La Altagracia,Punta Cana,White Sands,Apartamento,2,1,2,149,185356.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,4,1,1,151,462664.00
La Romana,La Romana,Casa de Campo,Casa,6,5,3,449,654193.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,2,1,195,329745.00
Santiago,Santiago de los Caballeros,Villa María,Villa,3,2,3,682,1219416.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,1,2,1,212,384144.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,4,3,2,83,244518.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,3,4,242,516670.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,4,4,3,277,274784.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,4,1,2,112,192864.00
La Romana,La Romana,Central Romana,Penthouse,5,4,2,227,410870.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,4,2,1,207,230391.00
Santiago,Santiago de los Caballeros,Villa María,Townhouse,4,3,2,132,195492.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,4,3,1,151,180445.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,2,1,1,167,310119.00
La Altagracia,Punta Cana,Cocotal,Casa,5,5,3,205,465965.00
Samaná,Las Terrenas,Playa Bonita,Casa,6,2,2,532,628292.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,3,2,355,350740.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,1,2,194,250842.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,4,2,2,135,171045.00
Samaná,Las Terrenas,Cosón,Apartamento,4,4,1,230,297160.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,1,3,1,172,265224.00
Santo Domingo,Santo Domingo Este,Las Américas,Townhouse,2,4,1,255,546210.00
Santiago,Santiago de los Caballeros,Villa María,Townhouse,3,1,1,181,250142.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,3,3,4,398,839382.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,2,2,1,65,105040.00
Santo Domingo,Santo Domingo Este,Coral Mall,Casa,5,3,4,314,604136.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,3,2,1,222,301698.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,4,2,3,332,430936.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,4,3,1,228,298908.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,2,1,156,278772.00
Distrito Nacional,Santo Domingo,Renacimiento,Casa,4,2,4,238,370090.00
Samaná,Las Terrenas,Playa Bonita,Penthouse,4,4,3,402,930228.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,2,1,225,257850.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,1,4,2,146,172718.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,3,4,2,734,1038610.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,2,2,1,255,386325.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,1,3,2,192,355968.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,1,4,1,229,436474.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,4,3,2,65,111800.00
Samaná,Las Terrenas,Cosón,Apartamento,3,3,1,162,321246.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,2,2,138,154146.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,4,3,2,574,645750.00
Puerto Plata,Puerto Plata,Sosúa,Casa,4,4,2,600,1327200.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Penthouse,5,5,3,356,1024924.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,1,4,1,239,462226.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,4,2,106,160166.00
La Romana,La Romana,Buena Vista,Villa,4,4,3,371,592858.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,2,2,2,101,118271.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,6,3,595,539665.00
La Altagracia,Punta Cana,White Sands,Casa,6,5,4,455,851760.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,3,3,1,142,225922.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,3,4,2,236,502444.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,3,2,1,95,171190.00
Santiago,Santiago de los Caballeros,Villa María,Casa,3,6,3,493,931770.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,2,2,251,466860.00
Samaná,Las Terrenas,Cosón,Apartamento,4,2,1,111,125097.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,5,6,2,452,551892.00
Puerto Plata,Puerto Plata,Sosúa,Penthouse,4,3,4,355,1005360.00
La Romana,La Romana,Central Romana,Casa,4,5,2,488,731024.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,1,4,2,106,334642.00
Santo Domingo,Santo Domingo Oeste,Herrera,Townhouse,1,1,1,176,321904.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Penthouse,3,4,4,501,1209414.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,4,3,3,466,563860.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,3,3,2,62,82460.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,1,2,253,455147.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Penthouse,4,4,2,515,1225700.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,2,4,1,78,130260.00
Distrito Nacional,Santo Domingo,Piantini,Penthouse,5,5,3,298,1107964.00
La Romana,La Romana,Casa de Campo,Casa,5,4,4,711,2421666.00
Distrito Nacional,Santo Domingo,Piantini,Casa,4,5,4,362,623726.00
Santo Domingo,Santo Domingo Este,Coral Mall,Casa,6,3,2,615,555960.00
Samaná,Las Terrenas,Cosón,Casa,3,3,3,721,1539335.00
Santo Domingo,Santo Domingo Este,San Isidro,Townhouse,1,2,1,100,187400.00
Samaná,Las Terrenas,Cosón,Apartamento,2,4,1,234,270036.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,6,3,3,310,500340.00
Samaná,Las Terrenas,Cosón,Villa,4,3,2,353,408774.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,2,1,123,226812.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,2,3,1,83,129812.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,5,2,3,586,607682.00
Distrito Nacional,Santo Domingo,Sarasota,Townhouse,1,2,2,205,434395.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,2,2,2,59,76818.00
Distrito Nacional,Santo Domingo,El Millón,Casa,6,2,3,746,973530.00
